id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r06-011,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,土地区画整理法,11,"土地区画整理法に関する次の記述のうち、正しいものはどれか。","土地区画整理事業を施行できるのは、宅地について所有権又は借地権を有する者、\n宅地について所有権又は借地権を有する者が設立する土地区画整理組合、都道府県、\n市町村、独立行政法人都市再生機構及び地方住宅供給公社に限られる。","換地計画に係る区域の全部について土地区画整理事業の工事が完了した後でなけ\nれば、換地処分はできない。","土地区画整理審議会は、土地区画整理組合、都道府県、市町村又は独立行政法人都\n市再生機構が施行者となる土地区画整理事業ごとに設置される。","土地区画整理審議会の会長は、委員として審議会の議決に加わることができる。","縦覧に供された事業計画について意見がある場合において、利害関係者は、縦覧期\n間満了の日の翌日から起算して２週間を経過する日までに、都道府県知事に意見書を\n提出することができる。ただし、都市計画において定められた事項については、意見\n書を提出することはできない。",5,,,,,,8,2025-11-08T00:00:00Z
r06-012,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,土地区画整理法,12,"土地区画整理法に関する次のイからホまでの記述のうち、正しいものの組\n合せはどれか。\nイ 換地処分の公告があった場合においては、施行地区内の宅地について存する地役\n権は、当該公告があった日の翌日において全て消滅する。\nロ 土地区画整理組合が施行する土地区画整理事業において、換地計画は、都道府県\n知事の同意を得た上で、国土交通大臣の認可を受けなければならない。\nハ 土地区画整理事業の施行により公共施設が設置された場合においては、その公共\n施設は、別段の定めがある場合を除き、換地処分の公告があった日の翌日において、\nその公共施設の所在する都道府県の管理に属するものとする。\nニ 個人施行者以外の施行者は、登記がなく、かつ申告のない借地権については、これ\nを存しないものとして換地処分を行うことができる。\nホ 土地区画整理組合は、土地区画整理事業の施行のために他人の占有する土地に立\nち入って測量する必要がある場合において、当該土地の属する区域を管轄する市町\n村長の認可を受けたときは、他人の占有する土地に自ら立ち入ることができる。","イとロ","イとハ","ロとホ","ハとニ","ニとホ",5,,,,,,8,2025-11-08T00:00:00Z
r06-013,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,都市再開発法,13,"都市再開発法に関する次のイからホまでの記述のうち、正しいものの組合\nせはどれか。\nイ 市街地再開発組合は、権利変換期日後であっても、総会において解散の議決を行\nい、組合を解散することができる。\nロ 個人施行者以外の施行者は、権利変換計画を定めようとするときは、権利変換計\n画を２週間公衆の縦覧に供しなければならず、これは、権利変換期日に生ずべき権\n利の変動その他権利変換の内容につき、施行地区内の土地又は物件に関し権利を有\nする者及び参加組合員又は特定事業参加者の全ての同意を得たときであっても、同\n様である。\nハ 施行地区内の土地は、権利変換期日において、権利変換計画の定めるところに従\nい、新たに所有者となるべき者に帰属する。この場合において、従前の土地を目的と\nする所有権以外の権利は、都市再開発法に別段の定めがあるものを除き、消滅する。\nニ 市街地再開発組合に置かれる審査委員は、土地及び建物の権利関係又は評価につ\nいて特別の知識経験を有し、かつ、公正な判断をすることができる者のうちから総\n会で選任される。\nホ 個別利用区とは、第一種市街地再開発事業の事業計画において定められる施設建\n築敷地以外の建築物の敷地等となるべき土地の区域のことであり、一定の既存建築\n物を存置又は移転することができるほか、建築物が存しない宅地を集約し広場等と\nして活用することができる。","イとロ","イとハ","ロとホ","ハとニ","ニとホ",4,,,,,,9,2025-11-08T00:00:00Z
r06-014,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,都市再開発法,14,"都市再開発法に関する次のイからホまでの記述のうち、正しいものの組合\nせはどれか。\nイ 施行地区内の宅地について存する抵当権の登記に係る権利は、権利変換期日にお\nいて消滅する。\nロ 施行地区内の宅地について市街地再開発組合の組合員の有する所有権又は借地権\nの全部又は一部を承継した者があるときは、その組合員がその所有権又は借地権の\n全部又は一部について組合に対して有する権利義務は、その承継した者に移転する。\nハ 第一種市街地再開発事業により市街地再開発組合が取得した施設建築物の一部等\n（いわゆる保留床）は、必ず公募により賃貸し、又は譲渡しなければならない。\nニ 市街地再開発組合が施行する市街地再開発事業に係る施行地区内の宅地について\n所有権又は借地権を有する者及び施行地区内の建築物について借家権を有する者\nは、すべてその組合の組合員となる。\nホ 施行者は、第一種市街地再開発事業の施行のために必要があるときは、所有者に\n代わって土地の分割又は合併の手続をすることができる。","イとロ","イとハ","ロとホ","ハとニ","ニとホ",3,,,,,,10,2025-11-08T00:00:00Z
r06-015,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,景観法,15,"景観法に関する次の記述のうち、誤っているものはどれか。","景観計画は、都市、農山漁村その他市街地又は集落を形成している地域及びこれと\n一体となって景観を形成している地域における、地域間の交流の拠点となる土地の区\n域であって、当該交流の促進に資する良好な景観を形成する必要があると認められる\nものについて定めることができる。","地域の土地利用の動向等からみて、不良な景観が形成されるおそれがあると認めら\nれる土地の区域について定められた景観計画においては、良好な景観の形成のための\n行為の制限に関する事項を定めるものとする。","景観計画は、国土形成計画、首都圏整備計画、近畿圏整備計画、中部圏開発整備計\n画、北海道総合開発計画、沖縄振興計画その他の国土計画又は地方計画に関する法律\nに基づく計画及び道路、河川、鉄道、港湾、空港等の施設に関する国の計画との調和\nが保たれるものでなければならない。","景観行政団体の長は、景観計画区域内の良好な景観の形成に重要な建造物（これと\n一体となって良好な景観を形成している土地その他の物件を含む。）で文化財保護法\nの規定により重要文化財として指定された建造物を、景観重要建造物として指定する\nことができる。","景観行政団体の長は、景観計画区域内において建築物の新築をしようとする者から\n当該行為について届出があった場合において、その届出に係る行為が景観計画に定め\nられた当該行為についての制限に適合しないと認めるときは、その届出をした者に対\nし、その届出に係る行為に関し必要な措置をとることを勧告することができる。",4,,,,,,11,2025-11-08T00:00:00Z
r06-016,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,16,"建築基準法に関する次の記述のうち、誤っているものはどれか。","防火地域内において建築物の屋上に看板を設ける場合は、その主要な部分を不燃材\n料で造り、又は覆わなければならない。","地階とは、床が地盤面下にある階で、床面から地盤面までの高さがその階の天井の\n高さの２分の１以上のものをいう。","共同住宅において、その住戸の床面積の合計が 100 平方メートルを超える階につい\nては、共用の廊下の幅の最低基準値は、当該廊下の両側に居室がある場合と片側のみ\nに居室がある場合とで異なる。","クロルピリホス及びホルムアルデヒドは、建築物の居室内において衛生上の支障を\n生ずるおそれがある物質として、使用の制限が定められている。","高さ 0.9 メートルの階段には、手すりを設ける必要はない。",2,,,,,,11,2025-11-08T00:00:00Z
r06-017,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,17,"建築基準法に関する次のイからホまでの記述のうち、誤っているものの組\n合せはどれか。\nイ 特定行政庁は、既存不適格建築物（国、都道府県又は建築主事を置く市町村の建築\n物を除く。）の構造が著しく保安上危険であると認める場合においては、当該建築物\nの所有者等に対し、相当の猶予期限を付けて、除却等の措置をとることを命ずるこ\nとができる。\nロ 防火地域と準防火地域にわたる建築物が防火地域外において防火壁で区画されて\nいる場合であっても、その防火壁外の部分について、防火地域内の建築物に関する\n規定が適用される。\nハ 客席の床面積の合計が 300 平方メートルの劇場（国、都道府県又は建築主事を置\nく市町村が所有し、又は管理する建築物を除く。）の所有者又は管理者は、その建築\n物の敷地、構造及び建築設備を常時適法な状態に維持するため、必要に応じ、その建\n築物の維持保全に関する準則又は計画を作成し、その他適切な措置を講じなければ\nならない。\nニ 階数が３の建築物の敷地内には、屋外避難階段及び出口から道又は公園、広場そ\nの他の空地に通ずる通路を設けなければならず、その幅員は 0.75 メートルとしてよ\nい。\nホ 災害があった場合において建築する応急仮設建築物について、その建築工事を完\n了した後３月を超えて存続しようとする場合においては、その超えることとなる日\n前に、特定行政庁の許可を受けなければならない。","イとロ","イとニ","ロとニ","ハとホ","ニとホ",3,,,,,,12,2025-11-08T00:00:00Z
r06-018,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,18,"建築基準法（以下この問において「法」という。）に関する次の記述のうち、\n正しいものはどれか。","法第 52 条に定める容積率及び法第 53 条に定める建蔽率の規定は、都市計画区域内\nに限り、適用する。","法令によらず築造する道であっても、一定の基準を満たし、特定行政庁からその位\n置の指定を受けたものは、法上の道路とみなされる。","特定行政庁が、巡査派出所であって通行上支障がないと認めるものについて、道路\nに突き出して建築することができる旨の許可をする場合においては、都道府県都市計\n画審議会の議を経なければならない。","高さ１メートルの門は、特定行政庁が指定した壁面線を越えて建築してはならな\nい。","商業地域内において、原則として建築してはならないとされている建築物であって\nも、特定行政庁が当該商業地域内の住居の環境を害するおそれがないと認めて許可し\nた場合においては、当該建築物を建築することが可能である。",2,,,,,,13,2025-11-08T00:00:00Z
r06-019,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,19,"建築基準法（以下この問において「法」という。）に関する次の記述のうち、\n誤っているものはどれか。","地方公共団体は、自動車車庫について、条例で、その敷地が道路に接する部分の長\nさに関して必要な制限を付加することができる。","第一種低層住居専用地域では、診療所を建築することができない。","法第 52 条第１項に規定する建築物の容積率の算定の基礎となる延べ面積には、百\n貨店に設置されるエレベーターの昇降路の部分は算入しない。","第二種低層住居専用地域では、法第 56 条第１項第２号の規定による隣地斜線制限\nは適用されない。","法第 56 条の２に規定する日影による中高層の建築物の高さの制限においては、建\n築物の敷地とこれに接する隣地との高低差が著しい場合の緩和措置が設けられてい\nる。",2,,,,,,13,2025-11-08T00:00:00Z
r06-020,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,20,"建築基準法（以下この問において「法」という。）に関する次のイからホま\nでの記述のうち、誤っているものの組合せはどれか。\nイ 建築物の敷地が、高度地区の内外にわたり、かつ、当該敷地の過半が当該高度地区\n内に存する場合においては、当該建築物の全部について、当該高度地区に関する都\n市計画において定められた内容に適合するものでなければならない。\nロ 敷地内に一定以上の空地を有し、その敷地面積の規模が一定以上である建築物で、\n法第 59 条の２第１項に基づく特定行政庁の許可を受けたものは、当該許可の範囲内\nにおいて、法第 56 条第１項の規定による道路斜線制限、隣地斜線制限及び北側斜線\n制限の限度を、いずれも超えるものとすることができる。\nハ 都市計画において建築物の高さの限度が 10 メートルと定められた第一種低層住居\n専用地域内に小学校を建築する場合、特定行政庁がその用途によってやむを得ない\nと認めて許可することにより、当該高さの限度を超えるものとすることができる。\nニ 特定街区内においては、建築物の容積率及び高さは、特定街区に関する都市計画\nに定められた限度以下でなければならない。\nホ 法第 86 条に基づく一団地認定について、当該認定の公告対象区域内の土地につい\nて所有権又は借地権を有する者は、その過半数の合意により、当該認定の取消しを\n特定行政庁に申請することができる。","イとニ","イとホ","ロとハ","ロとニ","ハとホ",2,,,,,,14,2025-11-08T00:00:00Z
r06-021,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,マンションの建替え等の円滑化に関する法律,21,"マンションの建替え等の円滑化に関する法律に基づくマンション敷地売却\n事業に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ マンション敷地売却決議においては、買受人となるべき者の氏名又は名称、売却\nによる代金の見込額、売却によって各区分所有者が取得することができる金銭の額\nを定めなければならない。\nロ マンション敷地売却組合の設立について、都道府県知事（市の区域内にあっては、\n当該市の長。以下この問において「都道府県知事等」という。）の認可を申請しよう\nとするマンション敷地売却合意者は、組合の設立について、マンション敷地売却合\n意者の過半数の同意を得なければならない。\nハ マンション敷地売却組合には、役員として理事３人以上及び監事２人以上を置く\nこととし、理事及び監事の任期は１年以内とされている。\nニ 都道府県知事等に、分配金取得計画の認可を申請しようとするときは、あらかじ\nめ、総会において、組合員の議決権及び敷地利用権の持分の価格の各４分の３以上\nの議決を経なければならない。\nホ マンション敷地売却組合は、分配金取得計画を定め、又は変更しようとするとき\n（軽微な変更をしようとする場合を除く。）は、審査委員の過半数の同意を得なけれ\nばならない。","イとロ","イとホ","ロとニ","ハとニ","ハとホ",5,,,,,,15,2025-11-08T00:00:00Z
r06-022,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,不動産登記法,22,"不動産登記法に関する次の記述のうち、誤っているものはどれか。","所有権の登記がない建物と所有権の登記がある建物との建物の合併の登記は、する\nことができる。","権利の変更の登記は、登記上利害関係を有する第三者がいない場合には、付記登記\nによってすることができる。","抹消された権利に関する登記の回復は、登記上の利害関係を有する第三者がある場\n合には、当該第三者の承諾があるときに限り、申請することができる。","登記することができる権利には、配偶者居住権が含まれる。","登記簿については、行政機関の保有する情報の公開に関する法律に基づく開示の請\n求をすることができない。",1,,,,,,15,2025-11-08T00:00:00Z
r06-023,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,住宅の品質確保の促進等に関する法律,23,"住宅の品質確保の促進等に関する法律に関する次のイからホまでの記述の\nうち、誤っているものの組合せはどれか。\nイ 全ての新築住宅の売買契約において、売主は、当該住宅の引き渡した時から 10 年\n間、住宅の構造耐力上主要な部分又は雨水の浸入を防止する部分の瑕疵担保責任を\n負うこととされている。\nロ 登録住宅性能評価機関は、国土交通大臣から別途住宅型式性能認定機関としての\n登録を受けることなく、住宅型式性能認定を行うことができる。\nハ 登録住宅性能評価機関は、登録講習機関が実施する講習の課程を修了した者のう\nちから評価員を選任しなければならない。\nニ 住宅型式性能認定を受けた型式に適合する住宅又はその部分は、住宅性能評価に\nおいて、当該住宅型式性能認定により認定された性能を有するものとみなす。\nホ 国土交通大臣は、指定住宅紛争処理機関の行う紛争処理の業務の支援その他住宅\n購入者等の利益の保護及び住宅に係る紛争の迅速かつ適正な解決を図ることを目的\nとし、一定の基準に適合すると認められる法人を、その申請により、全国に一を限っ\nて、住宅紛争処理支援センターとして指定することができる。","イとロ","イとハ","ロとハ","ロとニ","ニとホ",1,,,,,,16,2025-11-08T00:00:00Z
r06-024,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,宅地造成及び特定盛土等規制法,24,"宅地造成及び特定盛土等規制法に関する次の記述のうち、誤っているもの\nはどれか。ただし、以下の記述のうち、「都道府県知事」は指定都市又は中核市の長を含\nむものとする。","この法律は、宅地造成、特定盛土等又は土石の堆積（以下この問において「宅地造\n成等」という。）に伴う崖崩れ又は土砂の流出による災害の防止のため必要な規制を\n行うことにより、国民の生命及び財産の保護並びに環境の保全を図り、もって公共の\n福祉に寄与することを目的とする。","宅地造成等工事規制区域の指定の際、当該宅地造成等工事規制区域内において行わ\nれている宅地造成等に関する工事の工事主は、その指定があった日から 21 日以内に、\n当該工事について都道府県知事に届け出なければならない。","宅地造成等工事規制区域内の土地の所有者、管理者又は占有者は、宅地造成等（宅\n地造成等工事規制区域の指定前に行われたものを含む。）に伴う災害が生じないよう、\nその土地を常時安全な状態に維持するように努めなければならない。","都道府県知事は、特定盛土等規制区域内の土地の所有者、管理者又は占有者に対し\nて、当該土地又は当該土地において行われている工事の状況について報告を求めるこ\nとができる。","都道府県知事は、特定盛土等規制区域内の土地で、特定盛土等に伴う災害の防止の\nため必要な擁壁等が設置されておらず、これを放置するときは、特定盛土等（特定盛\n土等規制区域の指定前に行われたものを含む。）に伴う災害の発生のおそれが大きい\nと認められるものがある場合、当該特定盛土等規制区域内の土地の所有者に対して、\n相当の猶予期限を付けて、擁壁等の設置等を命ずることができる。",1,,,,,,17,2025-11-08T00:00:00Z
r06-025,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,宅地建物取引業法,25,"宅地建物取引業法に関する次の記述のうち、正しいものはどれか。","宅地建物取引業者は、宅地建物取引業者ではない者を相手方として、自己所有の建\n物の売買契約を締結する場合において、当該建物が種類又は品質に関して契約の内容\nに適合しないときは、契約不適合を担保すべき責任を負う期間を当該建物の引渡しの\n日から１年とする特約を有効に定めることができる。","宅地建物取引業者は、宅地建物取引業者ではない者を相手方として、自己所有の建\n物の売買契約を締結する場合において、相手方の同意があるときは、手付金として、\n10 分の３を受領することができる。","宅地建物取引業者は、宅地建物取引業者ではない者を相手方として、自己所有の建\n物の売買契約を締結しようとする場合において、建物の建築に関する工事の完了前で\nあるときは、建築基準法第６条第１項の建築確認があった後であっても、これを締結\nすることはできない。","宅地建物取引業者は、宅地建物取引業者を相手方として、割賦販売にて自己所有の\n建物の売買契約を締結する場合には、当該建物を買主に引き渡し、かつ、代金の額の\n10 分の３を超える額の支払を受けた後であっても、担保の目的で当該建物を譲り受け\nることができる。","宅地建物取引業者は、宅地建物取引業者を相手方として、自己所有の建物の売買契\n約を締結する場合には、宅地建物取引士をして、重要事項の説明を行わせる必要があ\nる。",4,,,,,,18,2025-11-08T00:00:00Z
r06-026,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,不動産特定共同事業法,26,"不動産特定共同事業法（以下この問において「法」という。）に関する次の\nイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 「不動産取引」とは、不動産の売買、交換又は賃貸借をいい、不動産に係る信託の\n受益権の売買は不動産取引に含まれない。\nロ 「小規模不動産特定共同事業」においては、事業参加者が「特例投資家」のみであ\nる場合を除き、不動産特定共同事業契約に基づき事業参加者が行う出資の価額及び\n当該出資の合計額が事業参加者の保護に欠けるおそれのないものとして政令で定め\nる金額を超えることができない。\nハ 「特例事業」とは、不動産特定共同事業契約を締結して当該不動産特定共同事業契\n約に基づき営まれる不動産取引による収益又は利益の分配を行う行為を業として専\nら行うことを目的とする法人（不動産特定共同事業者を含む。）が行うものである。\nニ 「適格特例投資家限定事業者」とは、法の規定による届出をした者をいう。\nホ 「適格特例投資家」とは、不動産に対する投資に係る専門的知識及び経験を特に有\nすると認められる者として主務省令で定める者のうち、特例投資家以外の者をいう。","イとロ","イとニ","ロとホ","ハとニ","ハとホ",2,,,,,,19,2025-11-08T00:00:00Z
