id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r03-011,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,土地区画整理法,11,"土地区画整理法に関する次の記述のうち、誤っているものはどれか。","市町村が施行する土地区画整理事業の換地計画においては、土地区画整理事業の施行の費用に充てるため、又は施行規程で定める目的のため、一定の土地を換地として定めないで、その土地を保留地として定めることができる。","施行者は、施行地区内の宅地について減価補償金を交付する場合において、当該宅地について抵当権があるときは、当該抵当権者から供託しなくてもよい旨の申出がない限り、 減価補償金を供託しなくてはならない。","市町村が施行する土地区画整理事業では、事業ごとに、市町村に土地区画整理審議会が設置され、換地計画、仮換地の指定及び減価補償金の交付に関する事項について権限を有する。","市町村長は、市町村が施行する土地区画整理事業ごとに、土地又は建築物の評価について経験を有する者 ３ 人以上を、土地区画整理審議会の同意を得て、評価員に選任しなければならない。","換地について権利の目的となるべき宅地を定める場合において、不均衡が生ずると認められるときは、従前の宅地について存する権利の目的である宅地及び換地について定める権利の目的となるべき宅地の位置、地積、土質、水利、利用状況、環境等を総合的に考慮して、金銭により清算するものとし、換地計画においてその額を定めなければならない。",1,,,,,,8,2025-11-08T00:00:00Z
r03-012,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,都市再開発法,12,"都市再開発法に関する次の記述のうち、誤っているものはどれか。","市街地再開発組合が施行する第一種市街地再開発事業において、施行地区内の宅地について所有権若しくは借地権を有する者又は施行地区内の土地に権原に基づき建築物を所有する者は、組合設立認可の公告があった日から起算して 30 日以内に、施行者に対し、権利の変換を希望せず、自己の有する宅地、借地権若しくは建築物に代えて金銭の給付を希望し、又は自己の有する建築物を施行地区外に移転すべき旨を申し出ることができる。","第二種市街地再開発事業について都市計画に定めるべき施行区域は、その面積が 0.5 ヘクタール以上のものでなければならない。","市街地再開発組合が施行する第一種市街地再開発事業においては、その施行地区内の宅地に所有権又は借地権を有する者は、すべてその市街地再開発組合の組合員となる。","権利変換計画は、施行地区ごとに定めなければならない。","再開発会社が市街地再開発事業の施行の認可を申請しようとする場合は、規準及び事業計画について、施行地区となるべき区域内の宅地について所有権を有する者すべての者及びその区域内の宅地について借地権を有するすべての者のそれぞれの過半数の同意を得なければならない。",5,,,,,,9,2025-11-08T00:00:00Z
r03-013,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,都市再開発法,13,"都市再開発法に関する次のイからホまでの記述のうち、誤っているものの組合せはどれか。\nイ　地方公共団体が施行する第一種市街地再開発事業において、権利変換計画を定めるときは、市街地再開発審査会の議決を経なければならない。\nロ　地方公共団体が施行する第一種市街地再開発事業の事業計画の決定の公告があったときは、施行地区内に存する宅地の所有者は、遅滞なく、登記所に、当該宅地に存する既登記の借地権について、権利変換手続開始の登記を申請し、又は嘱託しなければならない。\nハ　施行者は、市街地再開発事業に関する簿書をその事務所に備え付けておかなければならず、利害関係者から当該簿書の閲覧又は謄写の請求があったときは、正当な理由がない限り、拒んではならない。\nニ　個人施行者が施行する第一種市街地再開発事業の施行の認可の公告があった後は、施行地区内において、当該事業の施行の障害となるおそれがある建築物の新築を行おうとする者は、施行者の許可を受けなければならない。\nホ　施行地区内の宅地を所有権に基づき占有していた者は、権利変換期日以降も、施行者が通知した明渡しの期限までは、その占有を継続することができる。","イとハ","イとニ","ロとニ","ロとホ","ハとホ",3,,,,,,9,2025-11-08T00:00:00Z
r03-014,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,都市緑地法,14,"都市緑地法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 都市緑地法における「緑地」とは、樹林地、草地、水辺地、岩石地若しくはその状況がこれらに類する土地が、単独で若しくは一体となって、又はこれらに隣接している土地が、これらと一体となって、良好な自然的環境を形成しているものをいい、農地であるものも含む。\nロ　緑地保全地域内において、建築物その他の工作物の新築又は改築をしようとする者は、あらかじめ都道府県知事の許可を受けなければならない。\nハ　管理協定は、その締結又は認可の公告のあった後において当該管理協定区域内の土地所有者となった者に対しては、その効力を有さない。\nニ　緑地保全・緑化推進法人は、緑地保全地域又は特別緑地保全地区内の緑地の保全のため必要があると認めるときは、当該緑地保全地域又は特別緑地保全地区内の土地の所有者と管理協定を締結して、当該土地の区域内の緑地の管理を行うことができる。\nホ　都市計画区域又は準都市計画区域内の緑地で、風致又は景観が優れており、かつ、当該地域の住民の健全な生活環境を確保するため必要なものについては、都市計画に特別緑地保全地区を定めることができる。","イとロ","イとニ","ロとハ","ハとホ","ニとホ",2,,,,,,10,2025-11-08T00:00:00Z
r03-015,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,景観法,15,"景観法に関する次の記述のうち、誤っているものはどれか。","景観計画区域内において、工作物の修繕を行おうとする者は、それが外観を変更することのない場合には、景観行政団体の長へ届け出る必要はない。","景観計画区域内の建造物の所有者が、景観行政団体の長に対し、当該建造物を景観重要建造物として指定することを提案する場合において、当該建造物に当該提案に係る所有者以外の所有者がいるときは、あらかじめ、その全員の合意を得なければならない。","景観協定区域内における土地所有者等（当該景観協定の効力が及ばない者を除く。）は、景観協定を廃止しようとする場合においては、その過半数の合意をもってその旨を定め、景観行政団体の長の認可を受けなければならない。","市町村は、都市計画区域及び準都市計画区域外の景観計画区域のうち、相当数の建築物の建築が行われ、現に良好な景観が形成されている一定の区域について、その景観の保全を図るため、景観地区を指定することができる。","市町村長は、景観地区に関する都市計画が定められた際現に存する建築物について、その形態意匠が景観地区における良好な景観の形成に著しく支障があると認める場合は、当該市町村の議会の同意を得た場合に限り、都市計画において定められた建築物の形態意匠の制限に適合するために必要な措置をとることを命ずることができる。",4,,,,,,11,2025-11-08T00:00:00Z
r03-016,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,16,"建築基準法に関する次の記述のうち、誤っているものはどれか。ただし、本問においては、特段の言及がない限り、条例による制限の附加及び緩和については考慮しないものとする。","防火地域内にある住宅で、外壁が耐火構造のものについては、その外壁を隣地境界線に接して設けることができる。","建築基準法における特殊建築物には、病院、劇場、百貨店、工場、自動車車庫及び汚物処理場が含まれる。","共同住宅の用途に供する建築物の ２ 階にあるバルコニーの周囲には、安全上必要な高さが 1.1メートル以上の手すり壁、さく又は金網を設けなければならない。","特定行政庁は、市街地に災害が発生し、都市計画のために必要があると認めるときは、区域を指定し、災害が発生した日から最大 2ヶ月を超えない範囲内において、その区域内における建築物の建築を制限することができる。","換気設備を設けていない居室には、換気のための窓その他の開口部を設け、その換気に有効な部分の面積は、その居室の床面積に対して 15 分の １ 以上としなければならない。",5,,,,,,11,2025-11-08T00:00:00Z
r03-017,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,17,"建築基準法（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。ただし、本問においては、特段の言及がない限り、条例による制限の附加及び緩和については考慮しないものとする。\nイ　市町村は、法第 ６ 条第 １ 項第 ４ 号の区域（都市計画区域、準都市計画区域等）内において、土地の状況により必要と認める場合には、国土交通大臣の承認を得て、条例で、区域を限り、法第 28 条の規定による居室の採光及び換気に関する制限を緩和することができる。\nロ　建築主事の委任を受けた都道府県の職員が、倉庫の用に供する建築物の完了検査のために当該建築物に立ち入る場合、あらかじめ、その所有者の承諾を得なければならない。\nハ　多雪区域外にある延べ面積が 1,200 平方メートルの建築物で、その主要構造部のうち自重又は積載荷重を支える部分が木材で造られたものは、その外壁及び軒裏で延焼のおそれのある部分を防火構造としなければならない。\nニ　敷地内の排水に支障がない場合又は建築物の用途により防湿の必要がない場合を除き、建築物の敷地は、これに接する道の境より高くなければならない。\nホ　特定防災街区整備地区内にある高さ 2 メートルの門は耐火建築物としなければならない。","イとロ","イとハ","ロとホ","ハとニ","ニとホ",4,,,,,,12,2025-11-08T00:00:00Z
r03-018,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,18,"建築基準法（以下この問において「法」という。）に関する次の記述のうち、正しいものはどれか。","建築協定の認可の公告のあった日以後において当該建築協定区域内の土地の所有者となった者に対しては、当該建築協定の効力は及ばない。","法第 86 条第 １ 項に基づく一団地認定を申請しようとする者は、あらかじめ、対象区域内にある土地について、所有権、借地権又は抵当権を有する者全員の同意を得なければならない。","都市計画において容積率の上限が 10 分の 40 と定められた準住居地域内の建築物については、当該建築物の各部分の高さは、原則として、30 メートル以下の範囲において、前面道路の反対側の境界線までの水平距離の 1.5 倍以下としなければならない。","都市計画法による新設の事業計画のある道路で、３ 年以内にその事業が執行されうる予定のものとして特定行政庁が指定したものは、法第 42 条に基づく道路とする。","特定行政庁は、公共用歩廊で、安全上、防火上及び衛生上他の建築物の利便を妨げ、その他周囲の環境を害するおそれがないと認めるものについて、道路に突き出して建築することができる旨の許可をする場合においては、あらかじめ、建築審査会の同意を得なければならない。",5,,,,,,13,2025-11-08T00:00:00Z
r03-019,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,19,"建築基準法（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　法第 ３ 章の規定が適用されるに至った際現に建築物が建ち並んでいる幅員 １.８ メートル未満の道は、特定行政庁の指定により法第 42 条第 １ 項の規定における道路とみなされるが、当該指定の際、特定行政庁は、あらかじめ建築審査会の同意を得なければならない。\nロ　法第 59 条の ２ 第 １ 項の規定により、その敷地内に政令で定める空地を有し、かつ、その敷地面積が政令で定める規模以上である建築物で、特定行政庁が交通上、安全上、防火上及び衛生上支障がなく、かつ、その建蔽率、容積率及び各部分の高さについて総合的な配慮がなされていることにより市街地の環境の整備改善に資すると認めて許可した建築物については、その許可の範囲内において、法第 53 条の規定による建蔽率の限度を超えることができる。\nハ　特定行政庁は、街区内における建築物の位置を整えその環境の向上を図るために必要があると認める場合においては、建築審査会の同意を得て、壁面線を指定することができる。この場合においては、あらかじめ、その指定に利害関係を有する者の出頭を求めて公開による意見の聴取を行わなければならない。\nニ　建築協定区域内における土地の所有者等（当該建築協定の効力が及ばない者を除く。）は、認可を受けた建築協定に係る建築協定区域、建築物に関する基準、有効期間、協定違反があった場合の措置又は建築協定区域隣接地を変更しようとする場合においては、その過半数の合意をもってその旨を定め、これを特定行政庁に申請してその認可を受けなければならない。\nホ　床面積の合計が 200 平方メートルを超える自動車車庫（建築物に付属するもので政令で定めるもの又は都市計画として決定されたものを除く。）は、第二種住居地域内に建築することができない。","イとハ","イとホ","ロとハ","ロとニ","ニとホ",4,,,,,,14,2025-11-08T00:00:00Z
r03-020,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,20,"下記の説明文は、建築基準法（以下この問において「法」という。）における容積率に関する記述である。空欄に入る語句として、正しいものの組合せはどれか。\n　都市計画区域内において、前面道路の幅員が（ イ ）未満である建築物の容積率は、当該前面道路の幅員のメートルの数値に、法第 52 条第 ２ 項各号に掲げる区分に従い、当該各号に定める数値を乗じたもの以下でなければならない。例えば、第二種低層住居専用地域において、前面道路の幅員が ５ メートルである建築物の容積率は、法第 52 条第 ２ 項によれば、（ ロ ）以下でなければならない。\n　また、建築物の容積率の算定の基礎となる延べ面積には、（ ハ ）の共用の廊下若しくは階段の用に供する部分の床面積は、算入しないこととされている。","イ　 10 メートル　　ロ　 10 分の 30　　ハ　診療所","イ　 10 メートル　　ロ　 10 分の 20　　ハ　老人ホーム","イ　 12 メートル　　ロ　 10 分の 20　　ハ　老人ホーム","イ　 12 メートル　　ロ　 10 分の 30　　ハ　診療所","イ　 12 メートル　　ロ　 10 分の 30　　ハ　老人ホーム",3,,,,,,15,2025-11-08T00:00:00Z
r03-021,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,マンションの建替え等の円滑化に関する法律,21,"マンションの建替え等の円滑化に関する法律に関する次のイからホまでの記述のうち、誤っているものの組合せはどれか。\nイ　マンション建替組合（以下、この問において「組合」という。）は、組合の設立認可の申請の日から ２ 月以内に、建物の区分所有等に関する法律第 63 条第 ５ 項に規定する建替えに参加しない旨を回答した区分所有者（その承継人を含み、その後に建替え合意者等となったものを除く。）に対し、区分所有権及び敷地利用権を時価で売り渡すべきことを請求することができる。\nロ　組合は、施行マンションに関する権利又はその敷地利用権を有する者で、権利変換期日において当該権利を失い、かつ、当該権利に対応して、施行再建マンションに関する権利又はその敷地利用権を与えられない者に対し、その補償として、権利変換期日までに所定の方法により算定される補償金（利息を含む。）を支払わなければならない。\nハ　権利変換計画の変更についての総会の議決は、組合員の議決権及び持分割合の各 ５ 分の ４以上で決する。\nニ　権利変換手続開始の登記があった後においては、当該登記に係る施行マンションの区分所有権若しくは敷地利用権を有する者（組合が施行するマンション建替事業にあっては、組合員に限る。）が権利を処分するときは、都道府県知事等の承認を得なければならない。\nホ　施行マンションとなるべきマンション又はその敷地について権利を有する者は、縦覧に供されたマンション建替事業の事業計画について意見があるときは、縦覧期間満了の日の翌日から起算して ２ 週間を経過する日までに、都道府県知事等に意見書を提出することができる。","イとロ","イとニ","ロとハ","ハとニ","ハとホ",2,,,,,,16,2025-11-08T00:00:00Z
r03-022,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,不動産登記法,22,"不動産登記法に関する次の記述のうち、誤っているものはどれか。","表題部所有者又は所有権の登記名義人が相互に異なる土地の合筆の登記は、することができない。","登記の申請をする者の委任による代理人の権限は、本人の死亡によっては、消滅しない。","賃借権の登記又は賃借物の転貸の登記の登記事項に賃料は含まれない。","共有物分割禁止の定めに係る権利の変更の登記の申請は、当該権利の共有者であるすべての登記名義人が共同してしなければならない。","建物の分割の登記は、表題部所有者又は所有権の登記名義人以外の者は、申請することができない。",3,,,,,,17,2025-11-08T00:00:00Z
r03-023,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,住宅の品質確保の促進等に関する法律,23,"住宅の品質確保の促進等に関する法律（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　国土交通大臣と内閣総理大臣は、住宅の性能に関する表示の適正化を図るため、日本住宅性能表示基準を定めることとなっており、何人も、日本住宅性能表示基準でない住宅の性能の表示に関する基準について、日本住宅性能表示基準という名称又はこれと紛らわしい名称を用いてはならない。\nロ　住宅紛争処理支援センターは、評価住宅の建設工事の請負契約又は売買契約に限り、相談、助言及び苦情の処理を行う。\nハ　法において「瑕疵」とは、種類又は品質に関して契約の内容に適合しない状態をいう。\nニ　新築住宅の売買契約をした売主が、建設住宅性能評価書を交付した場合においては、いかなる場合も当該建設住宅性能評価書に表示された性能を有する住宅を引き渡すことを契約したものとみなされる。\nホ　住宅を新築する建設工事の請負契約においては、請負人は、注文者に引き渡した時から 15年間、住宅のうち構造耐力上主要な部分等の瑕疵（雨水の浸入に影響のないものを含む。）について瑕疵担保責任を負う。","イとロ","イとハ","ロとニ","ハとホ","ニとホ",2,,,,,,17,2025-11-08T00:00:00Z
r03-024,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,宅地造成等規制法,24,"宅地造成等規制法に関する次の記述のうち、誤っているものはどれか。ただし、以下の記述のうち、「都道府県知事」は指定都市、中核市又は施行時特例市の長を含むものとする。","都道府県知事は、宅地造成工事規制区域内において行われる宅地造成に関する工事の許可に、工事の施行に伴う災害を防止するため必要な条件を付することができる。","宅地造成工事規制区域の指定のため、他人の占有する土地に立ち入ろうとする者は、立ち入ろうとする日の ７ 日前までにその旨を土地の占有者に通知しなければならない。","宅地造成工事規制区域内において、宅地造成に関する工事を行わずに宅地以外の土地を宅地に転用した者は、その転用した日から １４ 日以内にその旨を都道府県知事に届け出なければならない。","都道府県知事は、宅地造成工事規制区域内において行われている宅地造成に関する工事で、許可に付した条件に違反しているものについては、当該工事の施行の停止を命じることができる。","都道府県知事は、宅地造成工事規制区域の指定をするときは、当該宅地造成工事規制区域を公示するとともに、その旨を関係市町村長に通知しなければならない。",2,,,,,,18,2025-11-08T00:00:00Z
r03-025,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,宅地建物取引業法,25,"宅地建物取引業法（以下この問において「法」という。）に関する次の記述のうち、正しいものはどれか。","宅地建物取引業者Aが、自ら売主として、宅地建物取引業者でない買主Bとの間で昭和 56 年５ 月 31 日以前に新築の工事に着手した建物の売買を行う場合、法第 35 条に規定する重要事項の説明として、当該建物について耐震診断を実施した上で、その内容について説明しなければならない。","宅地建物取引業者Aが、自ら売主として、宅地建物取引業者でない買主Cとの間で建物の売買を行う場合、法第 35 条に規定する重要事項の説明として、代金以外に授受される金銭の額について説明しなければならないが、当該金銭の授受の目的については説明する必要はない。","宅地建物取引業者Aが、自ら売主として、宅地建物取引業者でない買主Dとの間で建物の売買を行う場合、Dの同意があれば、Aは法第 35 条に規定する重要事項の説明を省略することができる。","宅地建物取引業者Aが、自ら売主として、宅地建物取引業者でない買主Eとの間で建物の売買を行う場合、損害賠償額の予定又は違約金に関する定めがあるときは、法第 37 条に規定する書面にその内容を記載しなければならない。","宅地建物取引業者Aが、自ら貸主として、宅地建物取引業者でない借主Fとの間で建物の賃借を行う場合、AはFに対し、法第 37 条に規定する書面を交付しなければならない。",4,,,,,,18,2025-11-08T00:00:00Z
