id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r03-051,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,鑑定評価の基本的事項,11,"鑑定評価の基本的事項に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\nイ　正常価格を求めるに当たり、隣接不動産の併合を目的とする売買に関連する取引事例を採用する場合には、当該事例につき事情補正を行わなければならない。\nロ　特定価格として求める要件に該当するが、結果的に正常価格と同一の市場概念の下において形成されるであろう市場価値と乖離しないと判断した場合には、価格の種類は正常価格となる。\nハ　正常賃料とは、正常価格と同一の市場概念の下において新たな賃貸借等の契約において成立するであろう経済価値を表示する適正な賃料であり、対象不動産の最有効使用を前提とするものである。\nニ　過去時点の鑑定評価は、対象不動産の確認等が可能であり、かつ、鑑定評価に必要な要因資料及び事例資料の収集が可能な場合に限り行うことができる一方、将来時点の鑑定評価は、対象不動産の確定、価格形成要因の把握、分析及び最有効使用の判定についてすべて想定し、又は予測することとなること等から、原則として、このような鑑定評価は行うべきではない。\nホ　賃料の価格時点は、賃貸借契約等に基づく支払時期が期末である場合においても、賃料の算定の期間の収益性を反映するものとしてその期間の期首となる。","イとロとハ","イとニとホ","ロとハとニ","ロとニとホ","ハとニとホ",3,,,,,,8,2025-11-08T00:00:00Z
r03-052,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,地域分析,12,"地域分析に関する次の記述のうち、誤っているものはどれか。","標準的使用は、利用形態からみた地域相互間の相対的位置関係を明らかにする手掛りになるとともに、最有効使用を判定する有力な標準となる。","近隣地域の明確化及び特性の把握に当たっては、対象不動産を中心に外延的に広がる地域について、市場の特性を踏まえて地域要因を調査分析し、その異同を明らかにする必要がある。","近隣地域の相対的位置の把握に当たっては、同一需給圏内の類似地域の地域要因と近隣地域の地域要因を比較して相対的な地域要因の格差の判定を行う。","地域分析において把握した対象不動産に係る市場の特性は、鑑定評価の手法の適用及び試算価格の調整における判断においても反映すべきである。","宅地見込地の同一需給圏は、熟成度にかかわらず、一般に当該土地の転換前の土地の種別の同一需給圏と一致する傾向がある。",5,,,,,,8,2025-11-08T00:00:00Z
r03-053,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,地域分析,13,"地域分析に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　日照、通風、乾湿等が基本的な土地利用形態や土地利用上の利便性に影響を及ぼすことがあるため、近隣地域の範囲の判定に当たっては、これらの事項に留意することが必要である。\nロ　同一需給圏は近隣地域を含んでより広域的であるが、近隣地域と相関関係にある類似地域等の存する範囲までは含まない。\nハ　対象不動産に係る市場の特性の把握に当たっては、不動産業者、建設業者及び金融機関等からの聴聞等によって取引等の情報を収集しておく必要がある。\nニ　建物及びその敷地の同一需給圏は、一般に当該敷地の用途に応じた同一需給圏とは一致しない傾向にある。\nホ　同一需給圏における市場参加者の属性の把握に当たっては、業務用不動産の場合、主たる需要者層及び供給者層の業種、業態、法人か個人かの別並びに需要者の存する地域的な範囲に留意すべきである。","イとロ","イとホ","ロとハ","ロとニ","ニとホ",4,,,,,,9,2025-11-08T00:00:00Z
r03-054,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,地域分析・個別分析,14,"地域分析及び個別分析に関する次の記述のうち、誤っているものはどれか。","地域分析とは、その対象不動産がどのような地域に存するか、その地域はどのような特性を有するか、また、対象不動産に係る市場はどのような特性を有するか、及びそれらの特性はその地域内の不動産の利用形態と価格形成について全般的にどのような影響力を持っているかを分析し、判定することをいう。","近隣地域の特性は、通常、その地域に属する不動産の一般的な標準的使用に具体的に現れる。","個別的要因の分析においては、対象不動産に係る典型的な需要者がどのような個別的要因に着目して行動し、対象不動産と代替、競争等の関係にある不動産と比べた優劣及び競争力の程度をどのように評価しているかを的確に把握することが重要である。","個別分析における最有効使用は、近隣地域に存する不動産の標準的使用との相互関係にとらわれることなく判定することが必要である。","個別的要因の分析結果は、鑑定評価の手法の適用、試算価格又は試算賃料の調整等における各種の判断においても反映すべきである。",3,,,,,,9,2025-11-08T00:00:00Z
r03-055,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,最有効使用,15,"最有効使用に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　最有効使用の判定に当たっては、価格形成要因が常に変動の過程にあるため、当該変動に伴い対象不動産の使用方法が変化する可能性があることを勘案して最有効使用を判定しなければならない。\nロ　建物及びその敷地に係る鑑定評価においては、建物及びその敷地の最有効使用を判定するため、その敷地の更地としての最有効使用は判定しない場合がある。\nハ　現実の建物の用途・規模等が更地としての最有効使用と異なる場合、更地価格から建物の取り壊し等に要する費用を控除した価格が鑑定評価額となる。\nニ　最有効使用の判定に当たっては、使用収益が将来相当の期間にわたって持続し得る使用方法であることに留意すべきである。\nホ　地域要因が変動する予測を前提とした最有効使用の判定に当たっては、予測の限界を踏まえ、鑑定評価を行う時点で一般的に収集可能かつ信頼できる情報に基づき、当該変動の時期及び具体的内容についての実現の蓋然性が高いことが認められなければならない。","イとニ","イとホ","ロとハ","ロとニ","ハとホ",3,,,,,,10,2025-11-08T00:00:00Z
r03-056,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,鑑定評価の手法,16,"価格を求める鑑定評価の手法に関する次の記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　不動産の価格を求める鑑定評価の基本的な手法は、原価法、取引事例比較法、収益還元法及びこれら三手法とは異なる考え方に基づく開発法に大別される。\nロ　鑑定評価の原価方式、比較方式及び収益方式の三方式は、不動産の価格の三面性、すなわち不動産の再調達原価、不動産の取引事例又は賃貸借等の事例、不動産から生み出される収益にそれぞれ着目するものである。\nハ　鑑定評価の各手法の適用に当たって必要とされる取引事例等は、投機的取引であると認められる事例等適正さを欠くものであってはならないが、建築費高騰を反映した取引事例等は必ずしも投機的取引とはいえない。\nニ　価格形成要因のうち一般的要因は、不動産の価格形成全般に影響を与えるものであり、取引事例等の収集、選択等においても一般的要因との関連を十分に把握、分析しなければならない。\nホ　対象不動産の最有効使用が標準的使用と異なる場合には、その取引事例等は、同一需給圏にこだわらず代替競争不動産に係るものを広くかつ組織的に収集、選択する必要がある。","イとロ","イとホ","ロとハ","ハとニ","ニとホ",2,,,,,,11,2025-11-08T00:00:00Z
r03-057,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,原価法,17,"原価法に関する次の記述のうち、誤っているものはどれか。","土地についての原価法の適用において、宅地造成直後の対象地の地域要因と価格時点における対象地の地域要因とを比較し、公共施設、利便施設等の整備及び住宅等の建設等により、社会的、経済的環境の変化が価格水準に影響を与えていると客観的に認められる場合には、地域要因の変化の程度に応じた増加額を熟成度として加算することができる。","建築資材や工法等の変遷により、対象不動産の再調達原価を求めることが困難な場合には、対象不動産と同等の有用性を持つものに置き換えて求めた原価（置換原価）を再調達原価とみなすことができるが、神社、仏閣等のような特殊建築物等については、安易に置換原価を求めことが適切でない場合がある。","減価額を求める方法には、耐用年数に基づく方法と観察減価法の二つの方法があり、必要に応じていずれかを適用し、または併用するものとする。","減価修正を行うための減価要因のうち、機能的要因には建物と敷地との不適応のほか、設計の不良、型式の旧式化、設備の不足及びその能率の低下等が挙げられる。","減価修正を行うための方法のうち、観察減価法の適用においては、対象不動産の個別分析の結果を踏まえた代替、競争等の関係にある不動産と比べた優劣及び競争力の程度等を適切に反映すべきである。",3,,,,,,12,2025-11-08T00:00:00Z
r03-058,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,取引事例比較法,18,"取引事例比較法に関する次の記述のうち、正しいものをすべて掲げた組合せはどれか。\nイ　取引事例比較法は、市場において発生した取引事例を価格判定の基礎とするものであるから、多数の取引事例のほか売り希望価格、買い希望価格、精通者意見等の資料を幅広く収集する必要がある。\nロ　取引事例が特殊な事情を含み、これが当該事例に係る取引価格に影響していると認められる場合には、取引が行われた市場における客観的な価格水準等を考慮して適切に補正を行わなければならない。\nハ　事情補正のうち、金融逼迫や倒産時における法人間の恩恵的な取引は減額すべき特殊な事情に該当し、増額の補正を行う場合は特殊な事情に該当しない。\nニ　取引事例に係る不動産が近隣地域に存するものである場合には、地域要因の比較を行う必要はなく、個別的要因の比較を行えばよい。\nホ　対象不動産と取引事例の地域要因と個別的要因の比較については、それぞれの地域における地域要因が標準的な土地を設定して行う方法がある。","イとロとハ","イとロとニ","イとニとホ","ロとハとホ","ハとニとホ",2,,,,,,13,2025-11-08T00:00:00Z
r03-059,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,収益還元法,19,"収益還元法に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\nイ　還元利回りを求める方法のうち、類似の不動産の取引事例との比較から求める方法は、対象不動産と類似の不動産の取引事例から求められる利回りをもとに、取引時点及び取引事情並びに地域要因及び個別的要因の違いに応じた補正を行うことにより求めるものである。\nロ　建物等が古い場合においても、土地残余法を適用して当該建物等の敷地である土地の更地としての価格を求める場合は、既存の建物等でなく当該敷地に最有効使用の賃貸用建物の建築を想定し、この手法を適用することができる。\nハ　収益は不動産の経済価値の本質を形成するものであるが、自用の建物及びその敷地の現状を所与とする場合には、収益を生み出していないため、賃貸を想定する収益還元法は現状の状態とは異なるので適用できない。\nニ　賃貸用不動産についてのＤＣＦ法の適用に当たっては、純収益の査定に際し、特に賃貸借契約の内容並びに賃料及び貸室の稼働率の毎期の変動に留意しなければならない。\nホ　直接還元法又はＤＣＦ法のいずれの方法を適用するかについては、収集可能な資料の範囲、対象不動産の類型及び依頼目的に即して適切に選択することが必要である。","イとロとホ","イとハとニ","ハとニとホ","イとロとニとホ","ロとハとニとホ",4,,,,,,14,2025-11-08T00:00:00Z
r03-060,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,有期還元法,20,"以下の式は、不動産鑑定評価基準運用上の留意事項に示されているインウッド式の式の 1 つである。\n　　　 P＝a× 　　　　　 ＋\nPLn＋PBn\n（1＋Y）n Y（1＋Y）n\n（1＋Y）n\n－1\nＰ：建物等及びその敷地の収益価格\nａ：建物等及びその敷地の償却前の純収益\nＹ：割引率\nｎ：収益期間\nPLn：ｎ年後の土地価格\nPBn：ｎ年後の建物等の価格\n※上記の各数値はいずれも正の値であるものとする。\nこれに関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　ａの値のみを大きくすると、Ｐの値は必ず大きくなる。\nロ　PLnの値のみを大きくすると、Ｐの値は必ず大きくなる。\nハ　Ｙの値のみを小さくすると、Ｐの値は必ず小さくなる。\nニ　ｎの値のみを小さくする（PLn及びPBnの値も不変であるとする）と、Ｐの値は必ず大きくなる。\nホ　不動産鑑定評価基準に記載されているＤＣＦ法の基本的な式について、毎期の純収益akをすべて一定の値ａに置き換え、復帰価格PRをPLn＋PBnに置き換えると、上記のインウッド式の式の形と一致する。","イとロ","イとニ","ロとホ","ハとニ","ハとホ",4,,,,,,15,2025-11-08T00:00:00Z
r03-061,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,賃料の鑑定評価,21,"賃料を求める鑑定評価手法に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　宅地の賃料を積算法で求める場合、基礎価格は更地としての経済価値に即応した価格を下回ることもある。\nロ　建物及びその敷地の賃料を積算法で求める場合、対象不動産に関する減価償却費は、償却後の純収益に対応する期待利回りを用いるときには、積算法の適用において加算する必要諸経費等に計上しない。\nハ　賃貸事例比較法は、新規賃料を求める場合の手法であり、継続賃料を求める場合の手法ではない。\nニ　利回り法における継続賃料利回りは、直近合意時点における基礎価格に対する純賃料の割合を踏まえて求めるが、当該割合とならないこともある。\nホ　スライド法における変動率は、直近合意時点から価格時点までの間における経済情勢等の変化に即応する変動分を表すものであり、土地及び建物価格の変動、物価変動、整備された不動産インデックスを勘案して求めるが、所得水準の変動を示す各種指数は勘案する必要はない。","イとロとホ","イとニとホ","ロとハとニ","ロとハとホ","ハとニとホ",4,,,,,,16,2025-11-08T00:00:00Z
r03-062,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,積算法,22,"新規賃料を求める際の積算法に関する不動産鑑定評価基準の記述において、必要諸経費等として掲げられているものとして、次のイからホまでのうち、正しいものをすべて掲げた組合せはどれか。\nイ　維持管理費（維持費、管理費、修繕費等）\nロ　税金（法人税、所得税等）\nハ　損害保険料（火災、機械、ボイラー等の各種保険）\nニ　貸倒れ準備費\nホ　空室等による損失相当額","イとロとホ","イとハとニ","イとロとハとニ","イとハとニとホ","ロとハとニとホ",4,,,,,,17,2025-11-08T00:00:00Z
r03-063,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,鑑定評価の手順,23,"鑑定評価の手順に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\nイ　関与不動産鑑定士とは、当該不動産の鑑定評価に関与した不動産鑑定士の全員をいうが、当該不動産の鑑定評価に関する業務の一部を再委託した場合の当該再委託先である不動産鑑定業者において関与した不動産鑑定士はこれに含まない。\nロ　試算価格又は試算賃料が有する説得力に係る判断においては、対象不動産に係る地域分析及び個別分析の結果と各手法との適合性と、各手法の適用において採用した資料の特性及び限界からくる相対的信頼性について留意する必要がある。\nハ　同一不動産の再評価を行う場合において、過去に関与不動産鑑定業者に従事する不動産鑑定士が内覧を含む実地調査を行った場合には、当該関与不動産鑑定業者に従事する他の不動産鑑定士は内覧の全部又は一部を省略することができる。\nニ　鑑定評価は、合理的かつ現実的な認識と判断に基づいた一定の秩序的な手順に従って実施すべきである。\nホ　価格形成要因について、専門職業家としての注意を尽くしてもなお価格形成に重大な影響を与える要因が十分に判明しない場合には、依頼者の同意がある等の一定の要件を満たしても、自己の調査分析能力の範囲内でその価格形成への影響の程度を推定して鑑定評価を行ってはならない。","イとロ","イとホ","ロとハ","ロとニ","ニとホ",4,,,,,,18,2025-11-08T00:00:00Z
r03-064,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,処理計画の策定,24,"次の説明文は処理計画の策定に関する不動産鑑定評価基準運用上の留意事項からの記述である。次のイからハまでの空欄に入る語句として正しいものの組合せはどれか。\n　処理計画の策定に当たっては、鑑定評価の基本的事項の確定及び依頼者、提出先及び（イ）等の確認に関する事項のほか、依頼者に対し、次の事項を明瞭に確認しなければならない。この際に確認された事項については、処理計画に反映するとともに、当該事項に変更があった場合にあっては、処理計画を変更するものとする。\n　・対象不動産の実地調査の範囲（（ロ）を含む）\n　・（ハ）による調査結果等の活用の要否\n　・その他処理計画の策定のために必要な事項","イ　利害関係　　　ロ　内覧の実施の有無　　ハ　他の専門家","イ　最有効使用　　ロ　地域要因の確認　　　ハ　不動産鑑定士","イ　利害関係　　　ロ　内覧の実施の有無　　ハ　不動産鑑定士","イ　最有効使用　　ロ　内覧の実施の有無　　ハ　他の専門家","イ　利害関係　　　ロ　地域要因の確認　　　ハ　他の専門家",1,,,,,,18,2025-11-08T00:00:00Z
r03-065,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,鑑定評価報告書の記載事項,25,"鑑定評価報告書の記載に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　対象不動産が地価公示法施行規則第 １ 条第 １ 項に規定する国土交通大臣が定める公示区域に存しており、土地の正常価格を求める場合には、公示価格を規準としなければならず、「公示価格との規準に関する事項」について鑑定評価報告書に記載しなければならない。\nロ　底地の鑑定評価において、原価法を適用しなかった場合には、その合理的理由を鑑定評価報告書に記載しなければならない。\nハ　建物及びその敷地に係る鑑定評価における最有効使用の判定の記載は、その敷地の更地としての最有効使用についても記載しなければならないが、更地としての最有効使用が建物及びその敷地の最有効使用と同様の場合には、記載を省略することができる。\nニ　鑑定評価報告書には提出先等と関与不動産鑑定士及び関与不動産鑑定業者との関係等を記載しなければならない。ただし、提出先等が未定の場合又は明らかとならない場合における当該提出先等については、その旨を明らかにすれば足りる。\nホ　鑑定評価報告書には、対象不動産に係る価格形成要因についての状況のほか、同一需給圏の市場動向及び同一需給圏における典型的な市場参加者の行動、代替、競争等の関係にある不動産と比べた対象不動産の優劣及び競争力の程度等について記載しなければならない。","イとロ","ロとハ","ロとホ","ハとニ","ニとホ",2,,,,,,19,2025-11-08T00:00:00Z
r03-066,2021,令和,3,不動産鑑定士 短答,不動産の鑑定評価に関する理論,開発法,26,"開発法に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　開発法は、原価法、取引事例比較法及び収益還元法の ３ 手法の考え方を活用した手法であるが、開発法による価格が求められた場合、更地の鑑定評価額決定に当たっては他の手法による価格と関連づける。\nロ　建築を想定したマンション等又は細区分を想定した宅地の販売総額は、取引事例比較法の考え方を活用して査定する。\nハ　建物の建築費及び発注者が直接負担すべき通常の付帯費用又は土地の造成費及び発注者が直接負担すべき通常の付帯費用は、原価法の考え方を活用して査定する。\nニ　開発法は、収益還元法の考え方と同様に投資採算性に着目した手法である。\nホ　市場における不動産の取引価格の上昇が著しいときは、取引価格と収益価格との乖離が増大するものであるので、先走りがちな取引価格に対する有力な験証手段は、開発法のみである。","イとハ","イとホ","ロとハ","ロとニ","ニとホ",2,,,,,,20,2025-11-08T00:00:00Z
