id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r04-011,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,土地区画整理法,11,"土地区画整理事業に関する次のイからホまでの記述のうち、誤っているものの組合せはどれか。\nイ　土地区画整理法上、「施行地区」とは、土地区画整理事業を施行する土地の区域をいい、「施行区域」とは、土地区画整理事業について都市計画に定められた施行区域をいう。\nロ　宅地について所有権を有する者で、土地区画整理事業を一人で施行しようとする者は、規準及び事業計画を定め、その土地区画整理事業の施行について国土交通大臣の認可を受けなければならない。\nハ　土地区画整理組合の設立の認可を申請しようとする者は、定款及び事業計画について、施行地区となるべき区域内の宅地について所有権を有する者と借地権を有する者の全員の同意を得なければならない。\nニ　土地区画整理事業に関する都市計画について、施行区域の面積が 50 ヘクタールを超えないものについては、市町村が定めることとされている。\nホ　土地区画整理事業の事業計画は、公共施設に関する都市計画が定められている場合においては、その都市計画に適合して定めなければならない。","イとロ","イとホ","ロとハ","ハとニ","ニとホ",3,,,,,,7,2025-11-08T00:00:00Z
r04-012,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,土地区画整理法,12,"土地区画整理法に関する次のイからホまでの記述のうち、誤っているものの組合せはどれか。\nイ　換地計画において定められた清算金は、分割徴収し、又は分割交付することはできない。\nロ　市町村が土地区画整理事業を施行する場合、市町村長は、施行する土地区画整理事業ごとに、土地又は建築物の評価について経験を有する者 ３ 人以上を、土地区画整理審議会の同意を得て、評価員に選任しなければならない。\nハ　減価補償金とは、土地区画整理事業の施行により、土地区画整理事業の施行後の宅地の価額の総額が土地区画整理事業の施行前の宅地の価額の総額より減少した場合に、その差額に相当する金額を、換地処分の公告があった日における従前の宅地の所有者等に対して交付するものである。\nニ　土地区画整理組合の施行する土地区画整理事業においては、土地区画整理事業の施行後の宅地の価額の総額がその土地区画整理事業の施行前の宅地の価額の総額を超える場合においてのみ、一定の土地を換地として定めないで、保留地として定めることができる。\nホ　従前の宅地の所有者が、仮換地の指定の効力の発生の日とその仮換地について使用し、又は収益を開始することができる日を別に定められたため、従前の宅地について使用し、又は収益することができなくなったことにより損失を受けた場合においては、施行者は、その損失を受けた者に対して、通常生ずべき損失を補償しなければならない。","イとハ","イとニ","ロとホ","ロとニ","ハとホ",2,,,,,,8,2025-11-08T00:00:00Z
r04-013,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,都市再開発法,13,"都市再開発法の市街地再開発組合（以下「組合」という。）に関する次のイからホまでの記述のうち、誤っているものの組合せはどれか。\nイ　組合の設立の認可を申請しようとする者は、組合の設立について、施行地区となるべき区域内の宅地について所有権を有するすべての者及びその区域内の宅地について借地権を有するすべての者のそれぞれの ３ 分の ２ 以上の同意を得なければならない。ただし、未登記の借地権を有する者は、借地権を有する者として扱われない。\nロ　組合は、その事業に要する経費に充てるため、賦課金として参加組合員に対して金銭を賦課徴収することができる。\nハ　組合を設立しようとする者は、第一種市街地再開発事業の施行の準備のため必要があるときは、施行地区となるべき区域を管轄する登記所に対し、無償で必要な登記事項証明書の交付を求めることができる。\nニ　組合は、事業の完成によって解散しようとするときは、都道府県知事の認可を受けなければならない。\nホ　組合は、特定建築者を決定するときは、あらかじめ、都道府県知事の承認を受けなければならない。","イとロ","イとニ","ロとハ","ハとホ","ニとホ",1,,,,,,9,2025-11-08T00:00:00Z
r04-014,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,都市再開発法,14,"都市再開発法に関する次のイからホまでの記述のうち、誤っているものの組合せはどれか。\nイ　権利変換手続開始の登記があった後においては、当該登記に係る宅地の所有権を有する者は、この権利を処分するには、施行者の承認を得なければならない。施行者の承認を得ないでした処分は、施行者に対抗することができない。\nロ　施行者は、測量及び調査のために他人の占有する土地に立ち入ったことにより他人に損失を与えたときは、その損失を受けた者に対して、通常生ずべき損失を補償しなければならない。損失の補償については、損失を与えた者と損失を受けた者とが協議しなければならない。\nハ　第一種市街地再開発事業の施行者は、権利変換計画を定めるときは、審査委員の過半数の同意を得るか、又は市街地再開発審査会の議決を経なければならない。また、施行者は、権利変換計画を変更しようとする場合には、審査委員又は市街地再開発審査会と協議しなければならない。\nニ　地方公共団体が施行する市街地再開発事業に設置される市街地再開発審査会は、施行地区内の宅地について所有権又は借地権を有する者から選挙された者で構成される。\nホ　権利変換計画は、原則として、一個の施設建築物の敷地は一筆の土地となるものとして定めなければならない。ただし、関係権利者全員の合意を得て権利変換を行う場合には、一個の施設建築物の敷地が二筆以上の土地となるものとして権利変換計画を定めることができる。","イとロ","イとニ","ロとホ","ハとニ","ハとホ",4,,,,,,10,2025-11-08T00:00:00Z
r04-015,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,都市緑地法,15,"都市緑地法に関する次のイからホまでの記述のうち、誤っているものの組合せはどれか。\nイ　緑地協定区域内の土地所有者等（当該緑地協定の効力が及ばない者を除く。）は、緑地協定において定めた事項を変更しようとする場合においては、その過半数の合意をもってその旨を定め、市町村長の認可を受けなければならない。\nロ　都市計画区域内の緑地で、雨水貯留浸透地帯（雨水を一時的に貯留し又は地下に浸透させることにより浸水による被害を防止する機能を有する土地の区域をいう。）として適切な位置、規模及び形態を有する土地の区域については、都市計画に特別緑地保全地区を定めることができる。\nハ　都道府県等は、特別緑地保全地区内の土地で当該緑地の保全上必要があると認めるものについて、宅地の造成の許可を受けることができないためその土地の利用に著しい支障を来すこととなることにより、その所有者から当該土地を買い入れるべき旨の申出があった場合においては、原則として、これを時価で買い入れるものとされている。\nニ　緑化地域内において、建築物その他の工作物の新築、改築又は増築を行う場合には、原則として、市町村長に届け出なければならない。\nホ　緑化地域以外の区域であって重点的に緑化の推進に配慮を加えるべき地区内の土地等に市民緑地を設置し、これを管理しようとする者は、市民緑地設置管理計画を作成し、市町村長の認定を申請することができる。","イとロ","イとニ","ロとハ","ハとホ","ニとホ",2,,,,,,11,2025-11-08T00:00:00Z
r04-016,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,16,"建築基準法に関する次の記述のうち、誤っているものはどれか。ただし、本問においては、特段の言及がない限り、条例による制限の附加及び緩和については考慮しないものとする。","都市計画区域内において、鉄筋コンクリート造で延べ面積 200 平方メートルの平家住宅を新築する場合には、建築確認を受けなければならないが、当該建築物の大規模の修繕をしようとする場合には、建築確認を受ける必要はない。","階段に代わる傾斜路の勾配は、８ 分の １ を超えてはならない。","住宅における居住のための居室には、採光のための窓その他の開口部を設け、その採光に有効な部分の面積は、その居室の床面積に対して ８ 分の １ 以上としなければならない。","居室の天井の高さは 2.1 メートル以上でなければならず、室の床面から測り、一室で天井の高さの異なる部分がある場合においては、その平均の高さによるものとする。","劇場における客席からの出口の戸は、内開きとしてはならない。",3,,,,,,11,2025-11-08T00:00:00Z
r04-017,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,17,"建築基準法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。ただし、本問においては、特段の言及がない限り、条例による制限の附加及び緩和については考慮しないものとする。\nイ　共同住宅の避難階段から屋外に通ずる出口に設ける戸の施錠装置は、屋内から鍵を用いることなく解錠できるものとする場合には、当該戸の近くの見やすい場所にその解錠方法を表示しなくてよい。\nロ　特定行政庁が特段の定めをしている場合を除き、６ 階建ての共同住宅の新築工事を行う場合において、２ 階の床及びこれを支持するはりに配置された鉄筋をコンクリートで覆う工事を終えたときは、中間検査を受けなければならない。\nハ　準防火地域内にある共同住宅はその外壁の開口部で延焼のおそれのある部分に防火戸、ドレンチャーその他火炎を遮る設備を設けなければならない。\nニ　高さ 2.2 メートルの補強コンクリートブロック造の塀は、国土交通大臣が定める基準に従った構造方法によって構造耐力上安全であることが確かめられた場合を除き、その壁の厚さを 10 センチメートル以上としなければならない。\nホ　建築主は、階数が ３ の木造の共同住宅を新築する場合において、特定行政庁が、安全上、防火上及び避難上支障がないと認めた場合には、検査済証の交付を受ける前においても、仮に、当該共同住宅を使用し、又は使用させることができる。","イとロ","イとハ","ロとニ","ハとホ","ニとホ",4,,,,,,12,2025-11-08T00:00:00Z
r04-018,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,18,"建築基準法（以下この問において「法」という。）に関する次の記述のうち、正しいものはどれか。","私道の変更又は廃止によって、その道路に接する敷地が法第 43 条第 １ 項の規定又は同条第 ３項の規定に基づく条例の規定に抵触することとなっても、特定行政庁は、その私道の変更又は廃止を禁止することはできない。","高架の工作物内に設ける建築物で特定行政庁が周囲の状況により交通上、安全上、防火上及び衛生上支障がないと認めるものについては、建築物の高さの限度に関する法第 55 条の規定は適用されない。","前面道路の幅員が 12 メートル未満である建築物の建蔽率は、当該前面道路の幅員のメートルの数値に、用途地域に応じた一定の数値を乗じたもの以下でなければならない。","建築物の敷地が法第 52 条第 １ 項及び第 ２ 項の規定による建築物の容積率に関する制限を受ける地域、地区又は区域の ２ 以上にわたる場合においては、当該建築物の容積率は、当該建築物の敷地の過半が存する地域、地区又は区域内の建築物の容積率の限度以下でなければならない。","第一種中高層住居専用地域の全部又は一部で地方公共団体の条例で指定する区域内にある高さが ７ メートルを超える建築物については、法第 56 条の ２ に規定する日影による中高層の建築物の高さの制限が適用される。",2,,,,,,13,2025-11-08T00:00:00Z
r04-019,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,19,"建築基準法（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　法第 ３ 章の規定が適用されるに至った際現に建築物が建ち並んでいる幅員 １.８ メートル未満の道は、特定行政庁の指定により法第 42 条第 １ 項の規定における道路とみなされるが、当該指定の際、特定行政庁は、あらかじめ建築審査会の同意を得なければならない。\nロ　法第 59 条の ２ 第 １ 項の規定により、その敷地内に政令で定める空地を有し、かつ、その敷地面積が政令で定める規模以上である建築物で、特定行政庁が交通上、安全上、防火上及び衛生上支障がなく、かつ、その建蔽率、容積率及び各部分の高さについて総合的な配慮がなされていることにより市街地の環境の整備改善に資すると認めて許可した建築物については、その許可の範囲内において、法第 53 条の規定による建蔽率の限度を超えることができる。\nハ　特定行政庁は、街区内における建築物の位置を整えその環境の向上を図るために必要があると認める場合においては、建築審査会の同意を得て、壁面線を指定することができる。この場合においては、あらかじめ、その指定に利害関係を有する者の出頭を求めて公開による意見の聴取を行わなければならない。\nニ　建築協定区域内における土地の所有者等（当該建築協定の効力が及ばない者を除く。）は、認可を受けた建築協定に係る建築協定区域、建築物に関する基準、有効期間、協定違反があった場合の措置又は建築協定区域隣接地を変更しようとする場合においては、その過半数の合意をもってその旨を定め、これを特定行政庁に申請してその認可を受けなければならない。\nホ　床面積の合計が 200 平方メートルを超える自動車車庫（建築物に付属するもので政令で定めるもの又は都市計画として決定されたものを除く。）は、第二種住居地域内に建築することができない。","イとハ","イとホ","ロとハ","ロとニ","ニとホ",1,,,,,,14,2025-11-08T00:00:00Z
r04-020,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,建築基準法,20,"下記の説明文は、建築基準法（以下この問において「法」という。）上の第一種中高層住居専用地域における建築物の高さの制限に関する記述である。空欄に入る語句として、正しいものの組合せはどれか。\n・　第一種中高層住居専用地域においては、法第 55 条第 １ 項の規定による建築物の高さの限度を定めることが（ イ ）。\n・　第一種中高層住居専用地域内の建築物については、原則として、法第 56 条第 １ 項第 ２ 号の規定による隣地斜線制限は（ ロ ）。\n・　第一種中高層住居専用地域内の建築物については、原則として、法第 56 条第 １ 項第 ３ 号の規定による北側斜線制限は（ ハ ）。","イ　「できる」　　　ロ　「適用される」　　　ハ　「適用される」","イ　「できる」　　　ロ　「適用されない」　　ハ　「適用されない」","イ　「できない」　　ロ　「適用される」　　　ハ　「適用されない」","イ　「できない」　　ロ　「適用される」　　　ハ　「適用される」","イ　「できない」　　ロ　「適用されない」　　ハ　「適用されない」",4,,,,,,15,2025-11-08T00:00:00Z
r04-021,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,マンションの建替え等の円滑化に関する法律,21,"マンションの建替え等の円滑化に関する法律に基づくマンション建替事業に関する次のイからホまでの記述のうち、誤っているものの組合せはどれか。\nイ　マンション建替組合（以下、この問において「組合」という。）は、組合の設立認可の申請の日から ２ 月以内に、建物の区分所有等に関する法律第 63 条第 ５ 項に規定する建替えに参加しない旨を回答した区分所有者（その承継人を含み、その後に建替え合意者等となったものを除く。）に対し、区分所有権及び敷地利用権を時価で売り渡すべきことを請求することができる。\nロ　組合は、施行マンションに関する権利又はその敷地利用権を有する者で、権利変換期日において当該権利を失い、かつ、当該権利に対応して、施行再建マンションに関する権利又はその敷地利用権を与えられない者に対し、その補償として、権利変換期日までに所定の方法により算定される補償金（利息を含む。）を支払わなければならない。\nハ　権利変換計画の変更についての総会の議決は、組合員の議決権及び持分割合の各 ５ 分の ４以上で決する。\nニ　権利変換手続開始の登記があった後においては、当該登記に係る施行マンションの区分所有権若しくは敷地利用権を有する者（組合が施行するマンション建替事業にあっては、組合員に限る。）が権利を処分するときは、都道府県知事等の承認を得なければならない。\nホ　施行マンションとなるべきマンション又はその敷地について権利を有する者は、縦覧に供されたマンション建替事業の事業計画について意見があるときは、縦覧期間満了の日の翌日から起算して ２ 週間を経過する日までに、都道府県知事等に意見書を提出することができる。","イとロ","イとニ","ロとハ","ハとニ","ハとホ",2,,,,,,16,2025-11-08T00:00:00Z
r04-022,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,不動産登記法,22,"不動産登記法に関する次の記述のうち、誤っているものはどれか。","区分建物が属する一棟の建物が新築された場合において当該区分建物の表題登記の申請をするときは、当該区分建物の所有者は、他の区分建物の所有者に代わって、当該他の区分建物についての表題登記を申請することができる。","表題部所有者又はその持分についての変更の登記は、当該不動産について所有権の保存の登記をする前であっても、することができる。","相互に接続している土地であっても、地目が相互に異なる場合には、合筆の登記をすることはできない。","区分建物である建物を新築した場合において、その所有者について相続その他の一般承継があったときは、相続人その他の一般承継人も、被承継人を表題部所有者とする当該建物についての表題登記を申請することができる。","建物の種類に変更があった場合には、表題部所有者又は所有権の登記名義人は、当該変更があった日から １ 月以内に、建物の種類に関する変更の登記を申請しなければならない。",2,,,,,,17,2025-11-08T00:00:00Z
r04-023,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,住宅の品質確保の促進等に関する法律,23,"住宅の品質確保の促進等に関する法律に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　登録住宅性能評価機関のほか、住宅を新築する建設工事の請負人は、注文者からの申請により、評価方法基準に従って当該住宅の性能を評価し、設計住宅性能評価書を交付することができる。\nロ　新築住宅の建設工事の完了前に売買契約を締結した売主が、設計住宅性能評価書又はその写しを売買契約書に添付した場合においては、当該設計住宅性能評価書又はその写しに表示された性能を有する新築住宅を引き渡すことを契約したものとみなされる。この規定は、売主が、売買契約書において反対の意思を表示しているときは適用されない。\nハ　新築住宅の建設工事の請負契約においては、請負人は、住宅のうち構造耐力上主要な部分についてのみ担保の責任を負うこととされている。\nニ　新築住宅の売買契約においては、売主が住宅の瑕疵について担保の責任を負うべき期間について、買主に引き渡した時から 10 年を超えて定めることはできない。\nホ　指定住宅紛争処理機関は、建設住宅性能評価書が交付された住宅について、建設工事の請負契約又は売買契約に関する紛争の当事者の一方のみから申請があった場合であっても、当該紛争のあっせん、調停及び仲裁の業務を行う。","イとロ","イとハ","ロとホ","ハとニ","ニとホ",3,,,,,,18,2025-11-08T00:00:00Z
r04-024,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,宅地造成等規制法,24,"宅地造成等規制法に関する次の記述のうち、誤っているものはどれか。ただし、以下の記述のうち、「都道府県知事」は指定都市、中核市又は施行時特例市の長を含むものとする。","都道府県知事は、宅地造成工事規制区域内において行われる宅地造成に関する工事の許可に、工事の施行に伴う災害を防止するため必要な条件を付することができる。","都道府県知事は、宅地造成に伴い災害が生ずるおそれが大きい市街地又は市街地となろうとする土地の区域であって、宅地造成に関する工事について規制を行う必要があるものを、造成宅地防災区域として指定することができる。","宅地造成工事規制区域において、高さが ２ メートルを超える擁壁の全部又は一部の除却の工事を行おうとする者は、その工事に着手する日の 14 日前までにその旨を都道府県知事に届け出なければならない。","都道府県知事は、宅地造成工事規制区域内の宅地で、宅地造成に伴う災害の防止のため必要な擁壁が設置されておらず、これを放置すると宅地造成に伴う災害の発生のおそれが大きいと認められる場合、災害の防止のため必要であり、かつ、土地利用の状況からみて相当であると認められる限度において、当該宅地の所有者に対して、相当の猶予期限を付けて、擁壁の設置を命ずることができる。","造成宅地防災区域内の宅地に擁壁を設置し、造成宅地防災区域の指定の事由がなくなったと認められる場合、造成宅地防災区域の指定は解除される。",2,,,,,,19,2025-11-08T00:00:00Z
r04-025,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,宅地建物取引業法,25,"宅地建物取引業法（以下この問において「法」という。）に関する次の記述のうち、正しいものはどれか。","宅地建物取引業者は、自己の所有に属しない宅地又は建物であっても、当該宅地又は建物を取得する予約の契約であって、効力の発生が条件に係るものを締結しているときは、自ら売主となる売買契約を締結することができる。","媒介契約を締結した宅地建物取引業者は、当該媒介契約の目的物である宅地又は建物の売買又は交換の申込みがあったときは、その申込みがあった日から起算して ８ 日を経過するときまでに、その旨を依頼者に報告しなければならない。","宅地建物取引業者は、自ら所有する建物に係る貸借の契約を締結する場合、契約の相手方に対して、当該貸借の契約が成立するまでの間に、宅地建物取引士をして、法 35 条の重要事項書面を交付して説明をさせなければならない。","宅地建物取引業者は、宅地の造成又は建物の建築に関する工事の完了前においては、いかなる場合であっても、当該工事に係る宅地又は建物の売買その他の業務に関する広告をしてはならない。","宅地建物取引業者は、その媒介により既存の建物の売買契約が成立したときは、当該契約の各当事者に対して、建物の構造耐力上主要な部分等の状況について当事者の双方が確認した事項を記載した書面を交付しなければならない。",5,,,,,,19,2025-11-08T00:00:00Z
