id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r04-051,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,事業用不動産,11,"類型が貸家及びその敷地であって賃借人が運営を行っている老人ホームの鑑定評価を依頼された場合の対応に関する次の記述のうち、正しいものはどれか。","感染症対策のため老人ホームの一部の実地調査が行えない旨を依頼者から告げられたので、やむを得ず当該部分の実地調査を行わず、鑑定評価報告書に実地調査を行わなかった旨を記載したが、その理由までは記載しなかった。","収益性を分析した結果、一般的な老人ホームより大きい超過収益が発生しており、かつそれが運営事業者の経営に帰属するものであったが、賃貸借契約において当該超過収益の一部を不動産の所有者に安定的に帰属させる旨の合意があったため、当該超過収益の一部が対象不動産に帰属することを前提に試算した。","建物及びその敷地の最有効使用は建物の取壊しであったが、証券化対象不動産に係る鑑定評価目的の下、資産流動化計画により投資家に開示される運用方法が老人ホームとしての事業の継続であったため、当該運用方法を前提に正常価格として求めた。","地下に昔の建物の基礎杭が残置されており、それが撤去されたことを前提とする想定上の条件を設定してほしいと依頼者から頼まれたが、当該条件が鑑定評価書の利用者の利益を害するおそれがあったため、想定上の条件に換えて同じ内容の調査範囲等条件を設定した。","事業用不動産とは、賃貸以外の事業の用に供する不動産のうち、その収益性が当該事業の経営の動向に強く影響を受けるものをいうため、類型が貸家及びその敷地である老人ホームは事業用不動産に該当しないと判定した。",2,,,,,,8,2025-11-08T00:00:00Z
r04-052,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,価格・賃料の種類,12,"価格又は賃料の種類に関する次の記述のうち、正しいものはどれか。","不動産の鑑定評価において求める価格は、基本的に正常価格であるが、鑑定評価の依頼目的にかかわらず、不動産鑑定士の独自の判断によって限定価格や特定価格を求めることができる。","特定価格とは、市場性を有しないがゆえに正常価格と同一の市場概念の下において形成されるであろう市場価値を乖離することとなる不動産の経済価値を表示する価格をいう。","特殊価格を求めることができる場合のひとつに、現況による管理を継続する公共公益施設の用に供されている不動産について、その収益活動に主眼をおいた鑑定評価を行う場合がある。","限定賃料とは、限定価格と同一の市場概念の下において継続的な賃貸借契約において成立するであろう経済価値を適正に表示する賃料をいう。","継続賃料は、賃貸借等の契約に係る賃料を改定する場合のものであり、特定の当事者間で成立するであろう経済価値を適正に表示する点で、正常賃料と異なる。",5,,,,,,8,2025-11-08T00:00:00Z
r04-053,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,地域分析,13,"地域分析に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　対象不動産に係る市場の特性の把握に当たっては、同一需給圏における市場参加者がどのような属性を有しており、どのような観点から不動産の利用形態を選択し、価格形成要因についての判断を行っているかを的確に把握することが重要である。\nロ　過去に鑑定評価を行ったことのある不動産であっても、地域の特性を形成する地域要因が変動している可能性があるので、その都度地域分析を行って標準的使用を判定しなければならない。\nハ　産業基盤指向型の大工場地について、内陸部に立地する工場地域と、臨海部に立地する工場地域が存する場合、これらの価格が同一水準であれば、同一需給圏を両工場地域の存する範囲として把握しなければならない。\nニ　同一需給圏外に存する不動産であっても、対象不動産とその用途、規模、品等等の類似性に基づいて、これら相互の間に代替、競争等の関係が成立する。\nホ　同一需給圏の範囲及び状況並びに市場動向、同一需給圏における典型的な市場参加者の行動、代替競争不動産と比べた対象不動産の優劣及び競争力の程度等について、鑑定評価報告書に記載しなければならない。","イとロ","イとホ","ロとハ","ハとニ","ニとホ",4,,,,,,9,2025-11-08T00:00:00Z
r04-054,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,地域分析・個別分析,14,"地域分析及び個別分析に関する次の記述のうち、誤っているものはどれか。","地域分析とは、その対象不動産がどのような地域に存するか、その地域はどのような特性を有するか、また、対象不動産に係る市場はどのような特性を有するか、及びそれらの特性はその地域内の不動産の利用形態と価格形成について全般的にどのような影響力を持っているかを分析し、判定することをいう。","近隣地域の特性は、通常、その地域に属する不動産の一般的な標準的使用に具体的に現れる。","個別的要因の分析においては、対象不動産に係る典型的な需要者がどのような個別的要因に着目して行動し、対象不動産と代替、競争等の関係にある不動産と比べた優劣及び競争力の程度をどのように評価しているかを的確に把握することが重要である。","個別分析における最有効使用は、近隣地域に存する不動産の標準的使用との相互関係にとらわれることなく判定することが必要である。","個別的要因の分析結果は、鑑定評価の手法の適用、試算価格又は試算賃料の調整等における各種の判断においても反映すべきである。",4,,,,,,9,2025-11-08T00:00:00Z
r04-055,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,最有効使用,15,"最有効使用に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　最有効使用の判定に当たっては、価格形成要因が常に変動の過程にあるため、当該変動に伴い対象不動産の使用方法が変化する可能性があることを勘案して最有効使用を判定しなければならない。\nロ　建物及びその敷地に係る鑑定評価においては、建物及びその敷地の最有効使用を判定するため、その敷地の更地としての最有効使用は判定しない場合がある。\nハ　現実の建物の用途・規模等が更地としての最有効使用と異なる場合、更地価格から建物の取り壊し等に要する費用を控除した価格が鑑定評価額となる。\nニ　最有効使用の判定に当たっては、使用収益が将来相当の期間にわたって持続し得る使用方法であることに留意すべきである。\nホ　地域要因が変動する予測を前提とした最有効使用の判定に当たっては、予測の限界を踏まえ、鑑定評価を行う時点で一般的に収集可能かつ信頼できる情報に基づき、当該変動の時期及び具体的内容についての実現の蓋然性が高いことが認められなければならない。","イとニ","イとホ","ロとハ","ロとニ","ハとホ",3,,,,,,10,2025-11-08T00:00:00Z
r04-056,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,鑑定評価の手法,16,"価格を求める鑑定評価の手法に関する次の記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　不動産の価格を求める鑑定評価の基本的な手法は、原価法、取引事例比較法、収益還元法及びこれら三手法とは異なる考え方に基づく開発法に大別される。\nロ　鑑定評価の原価方式、比較方式及び収益方式の三方式は、不動産の価格の三面性、すなわち不動産の再調達原価、不動産の取引事例又は賃貸借等の事例、不動産から生み出される収益にそれぞれ着目するものである。\nハ　鑑定評価の各手法の適用に当たって必要とされる取引事例等は、投機的取引であると認められる事例等適正さを欠くものであってはならないが、建築費高騰を反映した取引事例等は必ずしも投機的取引とはいえない。\nニ　価格形成要因のうち一般的要因は、不動産の価格形成全般に影響を与えるものであるから、取引事例等の収集、選択等においても一般的要因との関連を十分に把握、分析しなければならない。\nホ　対象不動産の最有効使用が標準的使用と異なる場合には、その取引事例等は、同一需給圏にこだわらず代替競争不動産に係るものを広くかつ組織的に収集、選択する必要がある。","イとロ","イとホ","ロとハ","ハとニ","ニとホ",2,,,,,,11,2025-11-08T00:00:00Z
r04-057,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,原価法,17,"原価法に関する次の記述のうち、誤っているものはどれか。","土地についての原価法の適用において、宅地造成直後の対象地の地域要因と価格時点における対象地の地域要因とを比較し、公共施設、利便施設等の整備及び住宅等の建設等により、社会的、経済的環境の変化が価格水準に影響を与えていると客観的に認められる場合には、地域要因の変化の程度に応じた増加額を熟成度として加算することができる。","建築資材や工法等の変遷により、対象不動産の再調達原価を求めることが困難な場合には、対象不動産と同等の有用性を持つものに置き換えて求めた原価（置換原価）を再調達原価とみなすことができるが、神社、仏閣等のような特殊建築物等については、安易に置換原価を求めことが適切でない場合がある。","減価額を求める方法には、耐用年数に基づく方法と観察減価法の二つの方法があり、必要に応じていずれかを適用し、または併用するものとする。","減価修正を行うための減価要因のうち、機能的要因には建物と敷地との不適応のほか、設計の不良、型式の旧式化、設備の不足及びその能率の低下等が挙げられる。","減価修正を行うための方法のうち、観察減価法の適用においては、対象不動産の個別分析の結果を踏まえた代替、競争等の関係にある不動産と比べた優劣及び競争力の程度等を適切に反映すべきである。",3,,,,,,12,2025-11-08T00:00:00Z
r04-058,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,取引事例比較法,18,"取引事例比較法に関する次の記述のうち、正しいものをすべて掲げた組合せはどれか。\nイ　取引事例比較法は、市場において発生した取引事例を価格判定の基礎とするものであるから、多数の取引事例のほか売り希望価格、買い希望価格、精通者意見等の資料を幅広く収集する必要がある。\nロ　取引事例が特殊な事情を含み、これが当該事例に係る取引価格に影響していると認められる場合には、取引が行われた市場における客観的な価格水準等を考慮して適切に補正を行わなければならない。\nハ　事情補正のうち、金融逼迫や倒産時における法人間の恩恵的な取引は減額すべき特殊な事情に該当し、増額の補正を行う場合は特殊な事情に該当しない。\nニ　取引事例に係る不動産が近隣地域に存するものである場合には、地域要因の比較を行う必要はなく、個別的要因の比較を行えばよい。\nホ　対象不動産と取引事例の地域要因と個別的要因の比較については、それぞれの地域における地域要因が標準的な土地を設定して行う方法がある。","イとロとハ","イとロとニ","イとニとホ","ロとハとホ","ハとニとホ",2,,,,,,13,2025-11-08T00:00:00Z
r04-059,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,収益還元法,19,"収益還元法に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\nイ　還元利回りを求める方法のうち、類似の不動産の取引事例との比較から求める方法は、対象不動産と類似の不動産の取引事例から求められる利回りをもとに、取引時点及び取引事情並びに地域要因及び個別的要因の違いに応じた補正を行うことにより求めるものである。\nロ　建物等が古い場合においても、土地残余法を適用して当該建物等の敷地である土地の更地としての価格を求める場合は、既存の建物等でなく当該敷地に最有効使用の賃貸用建物の建築を想定し、この手法を適用することができる。\nハ　収益は不動産の経済価値の本質を形成するものであるが、自用の建物及びその敷地の現状を所与とする場合には、収益を生み出していないため、賃貸を想定する収益還元法は現状の状態とは異なるので適用できない。\nニ　賃貸用不動産についてのＤＣＦ法の適用に当たっては、純収益の査定に際し、特に賃貸借契約の内容並びに賃料及び貸室の稼働率の毎期の変動に留意しなければならない。\nホ　直接還元法又はＤＣＦ法のいずれの方法を適用するかについては、収集可能な資料の範囲、対象不動産の類型及び依頼目的に即して適切に選択することが必要である。","イとロとホ","イとハとニ","ハとニとホ","イとロとニとホ","ロとハとニとホ",4,,,,,,14,2025-11-08T00:00:00Z
r04-060,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,有期還元法,20,"以下の式は、不動産鑑定評価基準運用上の留意事項に示されているインウッド式の式の 1 つである。\n　　　 P＝a× 　　　　　 ＋\nPLn＋PBn\n（1＋Y）n Y（1＋Y）n\n（1＋Y）n\n－1\nＰ：建物等及びその敷地の収益価格\nａ：建物等及びその敷地の償却前の純収益\nＹ：割引率\nｎ：収益期間\nPLn：ｎ年後の土地価格\nPBn：ｎ年後の建物等の価格\n※上記の各数値はいずれも正の値であるものとする。\nこれに関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　ａの値のみを大きくすると、Ｐの値は必ず大きくなる。\nロ　PLnの値のみを大きくすると、Ｐの値は必ず大きくなる。\nハ　Ｙの値のみを小さくすると、Ｐの値は必ず小さくなる。\nニ　ｎの値のみを小さくする（PLn及びPBnの値も不変であるとする）と、Ｐの値は必ず大きくなる。\nホ　不動産鑑定評価基準に記載されているＤＣＦ法の基本的な式について、毎期の純収益akをすべて一定の値ａに置き換え、復帰価格PRをPLn＋PBnに置き換えると、上記のインウッド式の式の形と一致する。","イとロ","イとニ","ロとホ","ハとニ","ハとホ",4,,,,,,15,2025-11-08T00:00:00Z
r04-061,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,賃料の鑑定評価,21,"賃料を求める鑑定評価手法に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　宅地の賃料を積算法で求める場合、基礎価格は更地としての経済価値に即応した価格を下回ることもある。\nロ　建物及びその敷地の賃料を積算法で求める場合、対象不動産に関する減価償却費は、償却後の純収益に対応する期待利回りを用いるときには、積算法の適用において加算する必要諸経費等に計上しない。\nハ　賃貸事例比較法は、新規賃料を求める場合の手法であり、継続賃料を求める場合の手法ではない。\nニ　利回り法における継続賃料利回りは、直近合意時点における基礎価格に対する純賃料の割合を踏まえて求めるが、当該割合とならないこともある。\nホ　スライド法における変動率は、直近合意時点から価格時点までの間における経済情勢等の変化に即応する変動分を表すものであり、土地及び建物価格の変動、物価変動、整備された不動産インデックスを勘案して求めるが、所得水準の変動を示す各種指数は勘案する必要はない。","イとロとホ","イとニとホ","ロとハとニ","ロとハとホ","ハとニとホ",4,,,,,,16,2025-11-08T00:00:00Z
r04-062,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,積算法,22,"新規賃料を求める際の積算法に関する不動産鑑定評価基準の記述において、必要諸経費等として掲げられているものとして、次のイからホまでのうち、正しいものをすべて掲げた組合せはどれか。\nイ　維持管理費（維持費、管理費、修繕費等）\nロ　税金（法人税、所得税等）\nハ　損害保険料（火災、機械、ボイラー等の各種保険）\nニ　貸倒れ準備費\nホ　空室等による損失相当額","イとロとホ","イとハとニ","イとロとハとニ","イとハとニとホ","ロとハとニとホ",4,,,,,,17,2025-11-08T00:00:00Z
r04-063,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,鑑定評価の手順,23,"鑑定評価の手順に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\nイ　鑑定評価書の提出先等が未定の場合又は明らかとならない場合、鑑定評価書の提出先等に関する事項について、鑑定評価報告書への記載は省略できる。\nロ　処理計画の策定に当たっては、鑑定評価の基本的事項に基づき、実施すべき作業の性質及び量、処理能力等に即応して、対象不動産の確認、資料の収集及び整理、資料の検討及び価格形成要因の分析、鑑定評価の手法の適用、試算価格又は試算賃料の調整、鑑定評価額の決定等鑑定評価の作業に係る処理計画を秩序的に策定しなければならない。\nハ　対象不動産である更地の物的事項の確定に当たって登記事項証明書等により登記又は登録されている数量と依頼者提示の測量図に記載されている数量が異なる場合は、登記又は登録されている数量をもって確定する必要がある。\nニ　鑑定評価に当たっては、まず鑑定評価の基本的事項を確定しなければならない。このため、鑑定評価の依頼目的及び条件について依頼者に明瞭に確認するが、依頼が必要となった背景までは確認を要しない。\nホ　依頼者と関与不動産鑑定士及び関与不動産鑑定業者との関係に関し、明らかにすべき依頼者と関与不動産鑑定士との間の特別の資本的関係とは、当該依頼者の議決権につきその ２ 割以上を当該不動産鑑定士が保有している場合その他これと同等以上の資本的関係がある場合の当該関係である。","イとハ","イとニ","ロとニ","ロとホ","ハとホ",4,,,,,,18,2025-11-08T00:00:00Z
r04-064,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,資料の収集・整理,24,"資料の収集及び整理並びに価格形成要因の分析に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　資料の収集及び整理は、実地調査、聴聞、公的資料の確認等により的確に行うものとし、公正妥当を欠くようなことがあってはならない。\nロ　賃貸借の事例は、同一ビル内の事例であれば賃料水準が同じになるのが一般的であり、新規賃料、継続賃料の別に留意して整理しなくてもよい。\nハ　要因資料とは、価格形成要因に照応する資料であり、公的機関、不動産業者、金融機関、商工団体等による地域経済や不動産市場の推移及び動向に関する公表資料等も幅広く収集する。\nニ　確認資料とは、不動産の物的確認及び公法上の規制の確認に必要な資料であり、住宅地図や都市計画図等を収集する。\nホ　依頼目的や依頼者の事情による制約がある場合には、条件設定に係る一定の要件を満たし、依頼者の同意を得ることができれば、調査範囲等条件を設定の上、事実の確認が困難な特定の価格形成要因を除外して鑑定評価を行うことができる。","イとロ","イとホ","ロとニ","ハとニ","ニとホ",3,,,,,,19,2025-11-08T00:00:00Z
r04-065,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,鑑定評価報告書の記載事項,25,"鑑定評価報告書の記載事項に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\nイ　貸家及びその敷地の鑑定評価において取引事例比較法を適用しなかった場合、その合理的な理由を記載しなくてもよい。\nロ　同一の不動産の再評価を行う場合において内覧の全部又は一部の実施を省略することができと判断される場合には、当該判断根拠については記載しなくてもよい。\nハ　農地の鑑定評価において収益還元法を適用しなかった場合、その合理的な理由を記載しなくてもよい。\nニ　鑑定評価の依頼目的に対応した条件により特殊価格を求めた場合、正常価格の額を併記しなくてもよい。\nホ　実質賃料の鑑定評価を依頼された場合は、当該実質賃料が支払賃料と異なる場合であっても、支払賃料の額を併記しなくてよい。","イとロ","イとハ","ロとホ","ハとニ","ニとホ",5,,,,,,20,2025-11-08T00:00:00Z
r04-066,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,建付地,26,"建付地の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　建付地は、建物等と結合して有機的にその効用を発揮しているため、建物等と密接な関連を持つものであり、必ず建物等の用に供されている宅地である。\nロ　建付地の鑑定評価額は、当該建付地の更地としての価格が上限になる。\nハ　建付地の鑑定評価報告書には、当該敷地上に存する建物等の構造、規模、用途、数量、配置の状態等を記載する。\nニ　建付地の鑑定評価における対象確定条件は、現実の状態を所与とした土地のみの独立鑑定評価となる。\nホ　建付地の鑑定評価において、建物及びその敷地（複合不動産）の価格及び手法適用の過程で土地・建物の価格が適切に求められる場合は、複合不動産価格をもとに敷地に帰属する額を求める方法の信頼性は高い。","イとロ","イとホ","ロとニ","ハとニ","ハとホ",3,,,,,,21,2025-11-08T00:00:00Z
